drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.25 for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Consider alternative drug not metabolized by CYP2C19; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	Based on the pharmacogenomics profile, a patient who is an Intermediate Metabolizer (IM) for CYP2D6 with an activity score of 0.25 and a Rapid Metabolizer (RM) for CYP2C19 may require dose adjustments when taking doxepin. The IM status for CYP2D6 may lead to increased doxepin levels, potentially increasing the risk of adverse effects, while the RM status for CYP2C19 may result in faster clearance of doxepin. Therefore, a lower starting dose and close monitoring for efficacy and toxicity are recommended to ensure optimal treatment outcomes.	0.10095839	0.27782372	0.18592362	-0.11373349	0.29851803	0.060784902	tensor(-0.1147)	tensor(0.3749)	tensor(0.0858)	0.7631262177201186	0.5869781723488594	0.7011422112226695	0.7304975	0.5396077	0.6517085	0.8513019	0.6135376	0.66101384	0.7262378	0.45979485	0.6373031	0.69555545	0.6091278	0.6283634	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.75 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Avoid doxepin. Take an alternate therapy.']	Take doxepin with an altered dose.	Based on the pharmacogenomic profile, as an Intermediate Metabolizer with an activity score of 0.75 for CYP2D6, the individual may have reduced metabolism of doxepin, which is a CYP2D6 substrate. This may lead to increased exposure to doxepin and potentially increased risk of adverse effects. Therefore, the clinical guidance would be to consider a reduced starting dose of doxepin and close monitoring for adverse effects, while the Normal Metabolizer status for CYP2C19 is not expected to impact doxepin therapy.	-0.0629141	0.22664446	0.06750783	-0.06725098	0.38097784	0.1208324	tensor(-0.0570)	tensor(0.3180)	tensor(0.1055)	0.5309473251767859	0.6808393538844013	0.44005762710218765	0.43182805	0.46222502	0.30628258	0.46314526	0.47130346	0.41851646	0.46087885	0.5376686	0.40561783	0.61210537	0.65279293	0.5770765	1
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is No Result and activity score = No Result for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	"Based on the pharmacogenomics results, for an individual with ""No Result"" and activity score = ""No Result"" for CYP2D6, and a ""Rapid Metabolizer"" for CYP2C19, the clinical guidance for taking doxepin would be to use caution and closely monitor the patient's response. Doxepin is primarily metabolized by CYP2D6, and the ""No Result"" may indicate uncertain or variable metabolism, which could lead to unpredictable efficacy or adverse effects. Additionally, the rapid metabolizer status for CYP2C19 may lead to increased clearance of doxepin, potentially reducing its efficacy, and dosage adjustments or alternative medications may be necessary."	0.068126254	0.2101454	0.137747	-0.1527843	0.30625495	0.036408808	tensor(-0.1504)	tensor(0.2880)	tensor(0.0186)	0.5079985910613645	0.6169235479080453	0.42608267570239006	0.635472	0.57014793	0.5338148	0.57965225	0.68252605	0.44516784	0.4960548	0.59131557	0.37179604	0.5496059	0.65244895	0.4935106	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Avoid doxepin use. If a doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	Based on the pharmacogenomic profile, a patient who is a Poor Metabolizer (PM) for CYP2D6 with an activity score of 0.0 and a Normal Metabolizer (NM) for CYP2C19 may require dose reduction and close monitoring when taking doxepin, as CYP2D6 is the primary metabolizer of doxepin. The PM status for CYP2D6 may lead to increased doxepin levels and increased risk of adverse effects. The Normal Metabolizer status for CYP2C19 is not expected to significantly impact doxepin metabolism, but may still play a minor role in its elimination.	-0.03409578	0.2004331	0.07468579	-0.12950669	0.25013173	0.033233	tensor(-0.1289)	tensor(0.3422)	tensor(0.0591)	0.6700881923887513	0.572249144458715	0.8111897095817729	0.6355344	0.5833985	0.63147306	0.5869079	0.6222041	0.72896135	0.5278586	0.5105301	0.6893397	0.5364919	0.58742505	0.7160461	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency should avoid doxorubicin due to increased risk of severe hemolytic anemia. This is because doxorubicin can trigger hemolysis in G6PD-deficient individuals, leading to potentially life-threatening complications. Therefore, alternative chemotherapy regimens should be considered for patients with G6PD deficiency.	-0.031114688	0.14909574	0.055024415	-0.18977056	0.076938175	-0.06962181	tensor(-0.1848)	tensor(0.2897)	tensor(0.0083)	0.6469174127216283	0.5400453449555512	0.3963212398906257	0.6432153	0.6029873	0.40489972	0.6022353	0.5355245	0.2950699	0.64828986	0.4904618	0.31134716	0.58919215	0.5813725	0.41379267	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be treated as if they have G6PD deficiency, and alternative therapies to doxorubicin should be considered to minimize the risk of hemolytic anemia. If doxorubicin is necessary, close monitoring of hematologic parameters and consideration of G6PD-deficient precautions (e.g., methylene blue administration) are recommended. However, the evidence for this guidance is limited, and further research is needed to determine the optimal approach for managing patients with indeterminate G6PD status receiving doxorubicin.	0.07469432	0.28242016	0.17283557	-0.14292818	0.13255668	-0.018850066	tensor(-0.1614)	tensor(0.2383)	tensor(0.0076)	0.6418797834596086	0.593999435917053	0.3072699961178852	0.6022198	0.5673053	0.25542292	0.5738949	0.55067134	0.22188735	0.5974842	0.50247234	0.17969483	0.60370773	0.5626735	0.4325015	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) with a Class I or II deficiency (i.e., severe or moderate deficiency) should be cautioned against receiving doxorubicin due to an increased risk of hemolytic anemia. This is because doxorubicin can exacerbate G6PD deficiency, leading to severe hemolysis. Alternative chemotherapy regimens should be considered, and if doxorubicin is necessary, close monitoring of hemoglobin and bilirubin levels is recommended.	-0.035159424	0.27016824	0.10167001	-0.18175898	0.15376082	-0.035861265	tensor(-0.1880)	tensor(0.2508)	tensor(-0.0066)	0.4643947556835422	0.5644830171011642	0.42336196007230653	0.45763063	0.58022296	0.5096324	0.4940117	0.5833425	0.40256256	0.49381188	0.51979923	0.38538122	0.5664808	0.59499013	0.51508474	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	According to current clinical guidelines, individuals who are normal for glucose-6-phosphate dehydrogenase (G6PD) do not require specific dose adjustments or precautions when taking doxorubicin. This is because G6PD deficiency is associated with increased risk of hemolytic anemia, and normal G6PD activity is not a significant risk factor for doxorubicin-induced hemotoxicity. Therefore, the usual recommended dose and monitoring for doxorubicin can be followed in individuals with normal G6PD activity.	-0.04223586	0.14061055	0.044994686	-0.1296134	0.212672	0.019703303	tensor(-0.1651)	tensor(0.2278)	tensor(0.0002)	0.6351763534238211	0.6454306014346627	0.3576318893917693	0.55774236	0.66456264	0.29035413	0.45297915	0.64586186	0.19486314	0.36948323	0.5596465	0.073940426	0.5749081	0.6097359	0.3743035	1
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	Initiate efavirenz with standard dosing (600 mg/day)	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers of CYP2B6 (CYP2B6 UM) may require higher doses of efavirenz to achieve therapeutic concentrations. However, there is limited data to support a specific dosing recommendation, and close monitoring of efavirenz concentrations and viral load is recommended. Additionally, alternative antiretroviral therapy (ART) regimens that do not rely on CYP2B6 metabolism may be considered to avoid potential efficacy issues.	-0.08079011	0.17803143	0.03740973	-0.04272966	0.32296515	0.116676316	tensor(-0.0616)	tensor(0.3707)	tensor(0.1212)	0.6595219137266641	0.6075845080954386	0.7784018211483095	0.6079602	0.49419788	0.71709216	0.57228893	0.50265115	0.7967887	0.6716044	0.55275136	0.74131835	0.5878691	0.58384734	0.7126894	0
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	Initiate efavirenz with standard dosing (600 mg/day)	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are rapid metabolizers for CYP2B6 (CYP2B6*1/*1 or *1/*4) may require higher doses of efavirenz to achieve optimal therapeutic concentrations. However, the optimal dosing strategy for these individuals has not been established, and close monitoring of efavirenz concentrations and clinical response is recommended. Additionally, the CPIC guidelines suggest that alternative antiretroviral therapy may be considered for CYP2B6 rapid metabolizers due to the potential for subtherapeutic efavirenz concentrations.	-0.10347955	0.17824231	0.023457361	-0.084762454	0.23997802	0.058792364	tensor(-0.0947)	tensor(0.3397)	tensor(0.0879)	0.6271024999631302	0.5727459919562168	0.7784018211483095	0.6437456	0.471421	0.71709216	0.5693214	0.49419588	0.7967887	0.6606712	0.51793957	0.74131835	0.595651	0.58014315	0.7126894	0
