drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	"Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations."	"['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']"	Take atomoxetine with an altered dose.	"For individuals who are Ultrarapid Metabolizers (UMs) with a CYP2D6 activity score of ≥4.0, the clinical guidance typically suggests considering alternative medications to atomoxetine. This is because UMs may metabolize atomoxetine too quickly, potentially resulting in reduced drug efficacy. If atomoxetine must be used, careful monitoring and dose adjustment may be necessary to achieve the desired therapeutic effect."	0.022134991	-0.0012582561	0.0132364975	tensor(-0.0651)	tensor(0.3311)	tensor(0.1049)	0.5020230651939150	0.6177030647758910	0.4182017632778380	0.38104215	0.59093004	0.40674835	0.36330816	0.56443596	0.39670482	0.4090423	0.5127618	0.47296175	0.30828148	0.6502412	0.2939223	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.5 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	"Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations."	"['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']"	Take atomoxetine with an altered dose.	"For a patient who is classified as a normal metabolizer (with an activity score of 1.5) for CYP2D6, standard dosing of atomoxetine is generally recommended. This is because normal metabolizers have a typical enzymatic activity, resulting in the expected therapeutic effect and side effect profile when taking the medication. It is always essential for healthcare providers to monitor the patient for efficacy and adverse effects, adjusting the dose if necessary based on clinical response."	0.022317484	-0.024070587	0.0016051691	tensor(-0.0842)	tensor(0.3019)	tensor(0.0818)	0.5182807061835640	0.6170618513274990	0.4182017632778380	0.5080232	0.45572922	0.40674835	0.48832405	0.5108822	0.39670482	0.50717884	0.49238756	0.47296175	0.36747316	0.62114346	0.2939223	0
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Increased Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']"	Proceed taking atorvastatin as normal. There is no recommendation.	"Individuals with increased function variants of the SLCO1B1 gene typically have enhanced hepatic uptake of atorvastatin, which may lead to lower plasma levels of the drug and potentially reduced efficacy. Clinical guidance suggests that patients might require a higher dose of atorvastatin or monitoring for therapeutic effectiveness. However, the dose adjustment should be carefully considered to balance efficacy with the risk of side effects, and clinical decisions should involve consultation with a healthcare provider."	-0.064866826	0.121837795	0.02392705	tensor(-0.0409)	tensor(0.4000)	tensor(0.1418)	0.36811770433141600	0.508147023694083	0.38486914070619500	0.48077103	0.46490613	0.44341806	0.43323144	0.6043883	0.3772863	0.4445695	0.5242805	0.38324484	0.5379501	0.5322021	0.6314302	0
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Normal Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']"	Proceed taking atorvastatin as normal. There is no recommendation.	"For individuals who have normal function of the SLCO1B1 gene, standard dosing of atorvastatin is typically appropriate. These individuals are less likely to experience increased statin concentrations and associated muscle toxicity, making it feasible for them to follow conventional dosing recommendations for atorvastatin without additional precautions. Always consult a healthcare provider for personalized medical advice."	-0.06427871	0.14045934	0.03207446	tensor(0.0084)	tensor(0.4143)	tensor(0.1834)	0.35666726379598000	0.5943280806480310	0.38486914070619500	0.51766014	0.5862582	0.44341806	0.47091013	0.6972043	0.3772863	0.42629457	0.6428212	0.38324484	0.48394218	0.62060887	0.6314302	1
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Indeterminate for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	No recommendation	"['Avoid atorvastatin. Take an alternate therapy.', 'Take atorvastatin with a reduced dose.', 'Take atorvastatin with an increased dose.']"	Proceed taking atorvastatin as normal. There is no recommendation.	"For a patient who has an indeterminate SLCO1B1 genotype, clinical guidance would suggest monitoring for signs of statin-associated muscle symptoms or myopathy when taking atorvastatin. While definitive genotype-based adjustments cannot be made, practitioners should consider regular clinical evaluations and patient history to individualize statin therapy effectively."	-0.2574138	-0.007011599	-0.14433958	tensor(-0.0922)	tensor(0.3558)	tensor(0.0951)	0.23162524143049600	0.534430149955522	0.2874412334636930	0.14209485	0.56341803	0.19976714	0.027788403	0.55092865	0.08437013	-0.019962076	0.4109415	0.09674076	0.2556649	0.5307483	0.48837376	0
atorvastatin	SLCO1B1	What would be the clinical guidance for someone who is Possible Decreased Function for SLCO1B1 with regards to taking atorvastatin? Give a 2-3 sentence summary.	"Prescribe ≤40mg as a starting dose and adjust doses of atorvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for 40mg dose. If dose >40mg needed for desired efficacy, consider combination therapy (i.e., atorvastatin plus non-statin guideline directed medical therapy) (PMID: 30423391)."	"['Proceed taking atorvastatin as normal. There is no recommendation.', 'Avoid atorvastatin. Take an alternate therapy.']"	Take atorvastatin with an altered dose.	"For individuals with Possible Decreased Function of the SLCO1B1 gene, there is an elevated risk of statin-associated side effects such as myopathy when taking atorvastatin. Clinical guidance often suggests starting with a lower dose or considering alternative statins that are less dependent on the SLCO1B1 transporter, such as pravastatin or rosuvastatin, to minimize these risks. Regular monitoring for muscle symptoms is also recommended."	0.14498301	0.13732898	0.14367494	tensor(-0.0444)	tensor(0.4047)	tensor(0.1446)	0.6881259943852810	0.5800768894655450	0.6248005278375610	0.6396844	0.5835415	0.61793417	0.6086858	0.539695	0.71948	0.52932715	0.51134944	0.5779946	0.60851544	0.62560177	0.58950794	0
azathioprine	TPMT;NUDT15	What would be the clinical guidance for someone who is Normal Metabolizer for TPMT and Poor Metabolizer for NUDT15 with regards to taking azathioprine? Give a 2-3 sentence summary.	"For non-malignant conditions, consider alternative non-thiopurine immunosuppressant therapy. For malignant conditions, start with drastically reduced normal daily doses (reduce daily dose by 10-fold) and adjust doses of azathioprine based on degree of myelosuppression and disease-specific guidelines. Allow 4-6 weeks to reach steady-state after each dose adjustment (PMID 16530578, 11302950, 15606506, 16530532, 12477776)."	"['Proceed taking azathioprine as normal. There is no recommendation.', 'Take azathioprine with a reduced dose.', 'Take azathioprine with an increased dose.']"	Avoid azathioprine. Take an alternate therapy.	"For a patient who is a Normal Metabolizer for TPMT but a Poor Metabolizer for NUDT15, clinical guidance typically recommends starting azathioprine with a reduced dose due to the increased risk of toxicity. Specifically, the dosing should be reduced to 30-80% of the normal dose while closely monitoring for adverse effects, particularly myelosuppression. Regular monitoring of blood counts is essential to adjust the dose appropriately."	0.14332703	0.05996776	0.102907695	tensor(-0.0143)	tensor(0.6328)	tensor(0.2394)	0.7144246177536900	0.5568892152760570	0.6336741091520270	0.6676457	0.5526264	0.6728961	0.6246357	0.5590336	0.6272959	0.66818374	0.59008974	0.6039137	0.64869106	0.5964112	0.59734607	0
azathioprine	TPMT;NUDT15	What would be the clinical guidance for someone who is Possible Intermediate Metabolizer for TPMT and Normal Metabolizer for NUDT15 with regards to taking azathioprine? Give a 2-3 sentence summary.	"Start with reduced starting doses (30%-80% of normal dose) if normal starting dose is 2-3 mg/kg/day (e.g., 0.6 – 2.4 mg/kg/day), and adjust doses of azathioprine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment (PMID 20354201, 11302950, 15606506, 16530532)."	"['Proceed taking azathioprine as normal. There is no recommendation.', 'Avoid azathioprine. Take an alternate therapy.']"	Take azathioprine with an altered dose.	"For an individual who is a Possible Intermediate Metabolizer (IM) for TPMT and a Normal Metabolizer (NM) for NUDT15, the clinical guidance for taking azathioprine generally involves considering a reduced dose. Close monitoring for myelosuppression and other adverse effects is recommended, as intermediate TPMT metabolizers can have an increased risk for toxicity at standard doses. Adjustments should be based on therapeutic response and tolerance."	0.1556036	-0.0039565093	0.073352545	tensor(-0.0008)	tensor(0.4601)	tensor(0.1934)	0.6932236186960200	0.5990481775643260	0.6123440158921020	0.7716234	0.5810108	0.5043845	0.69834656	0.5279096	0.6522019	0.64254135	0.5753817	0.5775165	0.67302996	0.62665236	0.5391916	1
azathioprine	TPMT;NUDT15	What would be the clinical guidance for someone who is Normal Metabolizer for TPMT and Intermediate Metabolizer for NUDT15 with regards to taking azathioprine? Give a 2-3 sentence summary.	"Start with reduced starting doses (30%-80% of normal dose) if normal starting dose is 2-3 mg/kg/day (e.g., 0.6 – 2.4 mg/kg/day), and adjust doses of azathioprine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment (PMID 20354201, 11302950, 15606506, 16530532)."	"['Proceed taking azathioprine as normal. There is no recommendation.', 'Avoid azathioprine. Take an alternate therapy.']"	Take azathioprine with an altered dose.	"For an individual who is a normal metabolizer for TPMT but an intermediate metabolizer for NUDT15, it is typically recommended to start azathioprine at a reduced dose (30-80% of the target dose) to mitigate the risk of hematopoietic toxicity. Close monitoring of blood counts is advised, and dose adjustments should be made based on the patient's tolerance and white blood cell count."	0.16478828	0.111114435	0.13993336	tensor(-0.0458)	tensor(0.4149)	tensor(0.1471)	0.6724030933321330	0.5954837875188390	0.6123440158921020	0.7443281	0.56339914	0.5043845	0.66662544	0.49859846	0.6522019	0.68430114	0.57805926	0.5775165	0.7270025	0.62464964	0.5391916	1
azathioprine	TPMT;NUDT15	What would be the clinical guidance for someone who is Intermediate Metabolizer for TPMT and Possible Intermediate Metabolizer for NUDT15 with regards to taking azathioprine? Give a 2-3 sentence summary.	"Start with reduced starting doses (30%-80% of normal dose) if normal starting dose is 2-3 mg/kg/day (e.g., 0.6 – 2.4 mg/kg/day), and adjust doses of azathioprine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment (PMID 20354201, 11302950, 15606506, 16530532)."	"['Proceed taking azathioprine as normal. There is no recommendation.', 'Avoid azathioprine. Take an alternate therapy.']"	Take azathioprine with an altered dose.	"For individuals who are Intermediate Metabolizers for TPMT and Possible Intermediate Metabolizers for NUDT15, a dose reduction of azathioprine is typically recommended to mitigate the risk of myelotoxicity. Monitoring of blood counts and adjustment based on toxicity is advised. This is because both TPMT and NUDT15 enzyme activities influence the metabolism of azathioprine, impacting its effectiveness and potential for adverse effects."	0.071376994	-0.09461153	-0.0146915605	tensor(-0.0418)	tensor(0.3459)	tensor(0.1256)	0.6343925942717970	0.5981710359527420	0.6123440158921020	0.652893	0.52676356	0.5043845	0.62669027	0.45964107	0.6522019	0.54123193	0.53322256	0.5775165	0.6126668	0.63492435	0.5391916	1
